Customer_ID,Name,Income,Segment,Join_Date,State
CUST0034,Patricia Mitchell,48557,Salary,2024-09-03,WA
CUST0035,Richard Brown,19113,Student,2022-05-21,TX
CUST0036,Sarah Sanchez,26687,Retired,2023-05-20,FL
CUST0037,Brian Nguyen,48133,Retired,2023-02-23,WA
CUST0038,David Nelson,30000,Salary,2022-05-29,MI
CUST0039,William Jones,41795,Salary,2022-09-29,OH
CUST0040,Sarah White,79922,Salary,2023-09-12,MI
CUST0041,Carol King,156923,Business,2023-09-06,NY
CUST0042,Charles Davis,128568,Business,2022-11-15,FL
CUST0043,Jessica Baker,72109,Salary,2023-05-30,NC
CUST0044,Jennifer Green,13494,Student,2022-04-01,MA
CUST0045,Kevin Taylor,46074,Business,2024-05-25,PA
CUST0046,George Martinez,11401,Student,2022-10-31,CA
CUST0047,Robert Thompson,96968,Business,2022-07-30,OH
CUST0048,Michelle Mitchell,60857,Retired,2023-04-30,IL
CUST0049,Susan Clark,83590,Salary,2023-11-12,NY
CUST0050,Deborah Thomas,30924,Salary,2022-08-10,NC
CUST0051,Joseph Robinson,83102,Salary,2023-04-12,AZ
CUST0052,Karen Jones,65373,Salary,2024-11-09,NC
CUST0053,Andrew Perez,58077,Salary,2023-06-19,NY
CUST0054,Charles Williams,90292,Salary,2023-12-09,FL
CUST0055,Paul Davis,20155,Student,2023-01-25,CO
CUST0056,John King,98282,Salary,2022-05-24,OH
CUST0057,Michelle Lee,78039,Business,2023-09-08,FL
CUST0058,George Jackson,67270,Salary,2024-02-16,IL
CUST0059,Michelle Torres,83282,Salary,2022-01-01,MI
CUST0060,Kenneth Adams,99389,Salary,2024-06-24,WA
CUST0061,Deborah Hernandez,63021,Salary,2023-11-18,TX
CUST0062,Sarah Baker,70359,Salary,2023-02-12,MI
CUST0063,Michelle Roberts,47342,Salary,2023-02-03,TX
CUST0064,Barbara Adams,9019,Student,2022-08-07,NY
CUST0065,George King,95313,Salary,2023-05-26,VA
CUST0066,Ashley Nelson,65344,Retired,2024-06-25,WA
CUST0067,Emily Lewis,116399,Business,2024-08-30,PA
CUST0068,Karen Roberts,170177,Business,2023-07-17,NJ
CUST0069,Lisa Lee,84041,Salary,2023-04-19,TX
CUST0070,Mark Clark,58872,Salary,2024-05-01,WA
CUST0071,Anthony Roberts,16807,Student,2024-02-19,NY
CUST0072,Nancy Carter,22690,Student,2024-05-08,CO
CUST0073,Kenneth Anderson,74104,Salary,2024-06-11,NJ
CUST0074,Margaret Campbell,22823,Student,2022-09-19,PA
CUST0075,Margaret Nguyen,30000,Salary,2024-05-27,NY
CUST0076,Anthony Lee,95548,Salary,2023-11-23,OH
CUST0077,Mark Taylor,77176,Salary,2022-04-17,TX
CUST0078,Stephanie Adams,13505,Student,2023-05-22,CA
CUST0079,David Walker,77294,Salary,2023-03-23,FL
CUST0080,Kenneth Hill,5062,Student,2022-12-02,FL
CUST0081,Nancy Torres,69508,Salary,2023-02-11,CO
CUST0082,William Hall,16786,Student,2022-09-05,MI
CUST0083,Robert Thompson,193895,Business,2022-05-22,MA
CUST0084,Dorothy Miller,37226,Retired,2024-07-30,MA
CUST0085,Carol Moore,54788,Salary,2023-07-04,NJ
CUST0086,Karen Lewis,12491,Student,2024-02-16,GA
CUST0087,Daniel Lopez,97885,Salary,2023-06-14,NJ
CUST0088,George Moore,83219,Salary,2023-01-27,NY
CUST0089,Ronald Thomas,93512,Business,2024-10-02,NJ
CUST0090,Margaret Hall,87832,Salary,2024-01-26,GA
CUST0091,Deborah Scott,77427,Salary,2024-07-18,WA
CUST0092,Joseph Lee,168432,Business,2023-01-15,FL
CUST0093,Donna Carter,34469,Retired,2023-02-02,MI
CUST0094,Melissa Wright,66808,Salary,2022-04-22,IL
CUST0095,Ronald Young,13039,Student,2023-08-06,FL
CUST0096,Susan Brown,23047,Retired,2024-09-05,NC
CUST0097,Joshua Green,82403,Salary,2023-09-15,CA
CUST0098,Mark Hill,16305,Student,2024-02-19,GA
CUST0099,Donna Ramirez,75128,Salary,2022-05-04,MI
CUST0100,Jessica Green,69135,Salary,2022-06-16,OH
CUST0101,John Clark,49231,Business,2024-08-20,VA
CUST0102,George Robinson,98968,Business,2023-06-26,TX
CUST0103,Joseph Ramirez,66432,Salary,2022-11-02,FL
CUST0104,Michael Brown,10989,Student,2023-08-15,PA
CUST0105,Nancy Hall,42581,Retired,2024-10-21,CO
CUST0106,Sandra Mitchell,140203,Business,2022-02-22,WA
CUST0107,Joshua Nguyen,73293,Retired,2023-07-06,NY
CUST0108,Kimberly Adams,47619,Retired,2023-01-07,VA
CUST0109,Jennifer Walker,81439,Salary,2023-10-20,AZ
CUST0110,Lisa Clark,73139,Salary,2024-03-31,NJ
CUST0111,Daniel Taylor,30000,Salary,2024-04-07,WA
CUST0112,John Nelson,74337,Salary,2023-01-20,VA
CUST0113,Donald Carter,76506,Salary,2022-09-26,CA
CUST0114,Elizabeth Johnson,243162,Business,2023-09-29,GA
CUST0115,Elizabeth Robinson,110382,Business,2022-11-12,FL
CUST0116,Karen Clark,49523,Retired,2023-05-15,NJ
CUST0117,Kenneth Allen,14826,Student,2023-07-20,IL
CUST0118,Lisa Allen,9157,Student,2023-08-03,NC
CUST0119,Donna Nelson,20714,Student,2024-07-03,NJ
CUST0120,Emily Carter,93798,Salary,2023-10-22,CO
CUST0121,Sarah Torres,94776,Salary,2024-04-21,CO
CUST0122,Anthony Harris,52265,Salary,2022-03-17,IL
CUST0123,Lisa Miller,110070,Salary,2024-07-24,VA
CUST0124,Barbara Jones,7991,Student,2023-06-27,NJ
CUST0125,Carol Garcia,17934,Student,2024-12-28,WA
CUST0126,Melissa Carter,25952,Student,2022-03-15,NJ
CUST0127,Amanda Jackson,70473,Business,2024-06-07,GA
CUST0128,William Lewis,91685,Business,2022-03-01,PA
CUST0129,Betty Ramirez,77491,Salary,2024-04-23,IL
CUST0130,Jennifer Flores,94826,Business,2023-05-09,CO
CUST0131,Kevin Taylor,36233,Salary,2022-01-20,VA
CUST0132,Andrew Hernandez,76714,Salary,2023-12-09,TX
CUST0133,George Taylor,9688,Student,2023-02-12,VA
CUST0134,William Thomas,86840,Salary,2023-08-29,CO
CUST0135,Brian Sanchez,52014,Salary,2022-04-11,NC
CUST0136,Christopher Roberts,197497,Business,2023-12-23,GA
CUST0137,Ronald Campbell,80837,Business,2022-03-22,IL
CUST0138,Edward Rodriguez,40169,Retired,2023-11-01,TX
CUST0139,Andrew White,19068,Student,2023-06-11,NC
CUST0140,Christopher Mitchell,8846,Student,2024-08-17,WA
CUST0141,Amanda Campbell,48412,Retired,2024-01-20,CO
CUST0142,Elizabeth Robinson,185357,Business,2023-06-21,AZ
CUST0143,Betty Miller,34813,Salary,2023-11-03,GA
CUST0144,Ashley Hall,129232,Business,2022-08-27,MI
CUST0145,Nancy Young,81497,Salary,2022-10-05,FL
CUST0146,George Wright,94546,Salary,2022-11-13,MA
CUST0147,Michelle Clark,44076,Salary,2024-01-29,NC
CUST0148,Betty Miller,41989,Salary,2024-01-05,AZ
CUST0149,Ashley Garcia,146097,Business,2022-02-13,OH
CUST0150,Joshua Wilson,16485,Student,2023-03-01,TX
CUST0151,Thomas Perez,16252,Student,2022-01-06,IL
CUST0152,David Wright,16732,Student,2022-08-14,NC
CUST0153,Sarah Nguyen,57999,Salary,2023-06-28,WA
CUST0154,Deborah Jones,80806,Salary,2024-01-12,NJ
CUST0155,Michelle Williams,82327,Salary,2022-03-05,MI
CUST0156,Amanda Miller,84282,Business,2024-06-27,NJ
CUST0157,Michael Rodriguez,213289,Business,2023-10-28,NC
CUST0158,Paul Hill,86846,Salary,2022-08-23,MA
CUST0159,Edward Wilson,45217,Salary,2023-04-13,MA
CUST0160,Margaret Clark,91414,Salary,2023-10-03,FL
CUST0161,Steven Jones,10127,Student,2022-07-10,TX
CUST0162,Betty Rodriguez,94677,Salary,2023-11-07,CA
CUST0163,Ronald Ramirez,62379,Retired,2023-10-02,CA
CUST0164,Brian Walker,10897,Student,2023-12-19,GA
CUST0165,Ronald Moore,19817,Student,2022-02-23,GA
CUST0166,George Moore,85320,Salary,2023-09-25,NY
CUST0167,Barbara Torres,95552,Salary,2022-03-04,CO
CUST0168,Ashley Perez,122420,Salary,2023-10-27,PA
CUST0169,Patricia Martinez,13773,Student,2022-04-12,PA
CUST0170,Brian Ramirez,82313,Business,2024-04-28,NJ
CUST0171,Sandra Davis,75524,Business,2024-09-23,MI
CUST0172,Kenneth Brown,54605,Salary,2023-03-09,NY
CUST0173,Elizabeth Smith,116145,Business,2022-12-26,NJ
CUST0174,Emily Nelson,83529,Salary,2022-03-28,AZ
CUST0175,Daniel Torres,81917,Salary,2024-05-05,MA
CUST0176,Richard Flores,19136,Student,2024-01-12,VA
CUST0177,Sarah Ramirez,75325,Salary,2024-03-21,CO
CUST0178,Stephanie Hernandez,111338,Salary,2022-08-22,TX
CUST0179,Matthew Campbell,68384,Salary,2022-10-27,IL
CUST0180,Ronald Adams,143004,Salary,2024-10-08,TX
CUST0181,Amanda Torres,18128,Student,2023-10-10,WA
CUST0182,Nancy Moore,53571,Salary,2022-06-01,CA
CUST0183,Christopher Jones,66455,Business,2024-11-04,TX
CUST0184,Deborah Williams,52237,Retired,2023-01-21,VA
CUST0185,Patricia Lewis,13883,Student,2023-12-05,FL
CUST0186,Robert Thomas,55710,Retired,2024-12-09,VA
CUST0187,Christopher Harris,17366,Student,2022-04-18,MA
CUST0188,Michael Perez,73179,Salary,2024-03-02,FL
CUST0189,Kenneth Martinez,53830,Salary,2022-10-17,WA
CUST0190,Brian Sanchez,37129,Salary,2022-06-23,IL
CUST0191,David Nelson,97674,Business,2024-05-17,TX
CUST0192,Jessica Perez,96410,Salary,2022-10-09,NJ
CUST0193,Paul Roberts,130705,Business,2022-09-26,CA
CUST0194,George Roberts,57713,Business,2022-03-31,PA
CUST0195,Donald Flores,15866,Student,2024-07-08,MI
CUST0196,Steven Gonzalez,139266,Business,2024-06-21,AZ
CUST0197,Kimberly Clark,10581,Student,2022-10-11,PA
CUST0198,Betty Scott,127686,Business,2024-11-22,FL
CUST0199,Karen Lewis,15291,Student,2022-07-07,IL
CUST0200,Donald Thompson,46426,Salary,2024-03-22,NY
CUST0201,Betty Anderson,83945,Salary,2022-07-22,NY
CUST0202,David Williams,53412,Retired,2024-08-25,MI
CUST0203,Donald Flores,61246,Retired,2022-02-08,NY
CUST0204,Emily Campbell,101345,Salary,2023-08-14,MA
CUST0205,Kevin Flores,40558,Salary,2024-10-20,VA
CUST0206,Sarah Rivera,51554,Salary,2022-01-04,IL
CUST0207,Brian Nelson,87876,Salary,2024-01-09,TX
CUST0208,Paul Scott,87845,Salary,2024-08-20,NY
CUST0209,Deborah Johnson,17575,Student,2023-12-08,AZ
CUST0210,William Roberts,171318,Salary,2023-12-23,WA
CUST0211,Susan Roberts,53563,Retired,2024-09-07,VA
CUST0212,Michael Rivera,103389,Salary,2023-02-17,VA
CUST0213,Nancy Allen,59310,Retired,2024-08-27,CO
CUST0214,Matthew Roberts,18257,Student,2023-11-11,CA
CUST0215,Sandra Sanchez,13424,Student,2024-03-02,VA
CUST0216,Betty King,18795,Student,2024-05-19,NC
CUST0217,Susan Wright,55679,Salary,2022-06-13,MI
CUST0218,Melissa Ramirez,108159,Business,2023-12-21,PA
CUST0219,Michelle Ramirez,95732,Business,2022-04-28,NC
CUST0220,Deborah Baker,46228,Retired,2022-10-20,PA
CUST0221,David Jones,26573,Student,2024-01-21,GA
CUST0222,Robert Hill,40000,Business,2024-01-30,IL
CUST0223,Kimberly White,92157,Salary,2023-07-25,CO
CUST0224,Dorothy King,20809,Retired,2022-08-30,CO
CUST0225,Michelle Jackson,63202,Salary,2022-10-05,NJ
CUST0226,Donald Garcia,174448,Business,2022-05-13,WA
CUST0227,Richard Rivera,15321,Student,2024-11-07,PA
CUST0228,David Thomas,48056,Salary,2024-01-26,NJ
CUST0229,David Flores,57117,Salary,2024-03-26,TX
CUST0230,Stephanie Clark,91990,Salary,2023-10-12,TX
CUST0231,Matthew Rodriguez,11348,Student,2022-09-22,PA
CUST0232,Patricia Davis,80411,Salary,2022-11-28,IL
CUST0233,Kimberly Jackson,76139,Salary,2023-07-17,TX
CUST0234,Paul Adams,58710,Salary,2022-11-12,PA
CUST0235,Lisa Torres,25720,Student,2022-02-28,CA
CUST0236,Stephanie Torres,151696,Business,2024-05-03,NC
CUST0237,Andrew Jackson,30000,Salary,2024-04-11,MI
CUST0238,Donald Clark,79661,Salary,2023-11-28,NJ
CUST0239,Edward Thompson,58455,Salary,2024-01-29,CO
CUST0240,Elizabeth Moore,96311,Salary,2022-07-18,VA
CUST0241,Michelle Clark,33112,Retired,2022-11-24,GA
CUST0242,Edward Lee,14426,Student,2024-10-17,OH
CUST0243,Nancy Young,87625,Salary,2024-03-16,NY
CUST0244,Jessica Nguyen,96644,Salary,2023-07-31,AZ
CUST0245,Carol Baker,44993,Salary,2022-01-17,NJ
CUST0246,Edward White,66637,Salary,2024-03-31,CO
CUST0247,Christopher Jones,63126,Salary,2023-07-27,CO
CUST0248,David Miller,58667,Salary,2023-11-26,CO
CUST0249,Kenneth Allen,119136,Salary,2022-04-03,CO
CUST0250,Kimberly Robinson,140249,Business,2024-11-21,IL
CUST0251,Daniel Hernandez,26087,Retired,2023-09-05,CO
CUST0252,Dorothy Rivera,97947,Salary,2022-02-04,MI
CUST0253,Donna Martin,128054,Salary,2023-06-28,NY
CUST0254,Joshua Anderson,100812,Salary,2022-12-16,CA
CUST0255,Anthony Martinez,37016,Salary,2022-08-14,GA
CUST0256,Mark Hall,62894,Salary,2024-08-23,OH
CUST0257,David King,106673,Salary,2024-09-06,OH
CUST0258,Andrew Perez,84617,Business,2023-06-26,AZ
CUST0259,Emily Martin,51657,Retired,2023-09-02,GA
CUST0260,Dorothy Lee,94366,Salary,2023-07-15,NJ
CUST0261,Margaret Thompson,51827,Salary,2023-08-13,IL
CUST0262,Carol Taylor,73512,Salary,2023-07-10,NJ
CUST0263,Michelle Mitchell,30000,Salary,2024-12-23,GA
CUST0264,Lisa Rivera,49390,Salary,2022-10-09,NJ
CUST0265,Mark Adams,68686,Salary,2023-02-13,NJ
CUST0266,Patricia Roberts,57611,Business,2023-04-21,TX
CUST0267,Susan Clark,69486,Retired,2022-03-16,PA
CUST0268,Deborah Jackson,39246,Salary,2022-08-08,CA
CUST0269,Carol Wright,12800,Student,2022-10-02,NJ
CUST0270,Joseph Davis,78269,Salary,2024-07-28,WA
CUST0271,Lisa Jackson,111032,Salary,2024-04-10,OH
CUST0272,Brian Miller,23462,Retired,2024-09-04,PA
CUST0273,Sarah Lewis,62447,Retired,2023-09-11,NC
CUST0274,Betty Hall,75256,Salary,2022-08-31,GA
CUST0275,Melissa Roberts,70925,Business,2023-08-28,MI
CUST0276,Steven Martinez,143105,Business,2024-02-05,VA
CUST0277,Andrew Nelson,15995,Student,2022-06-17,OH
CUST0278,Betty Jones,59995,Salary,2024-11-01,FL
CUST0279,Kimberly Lewis,123490,Business,2024-09-28,FL
CUST0280,Ashley Rodriguez,65367,Salary,2022-04-29,MA
CUST0281,Mary Sanchez,15568,Student,2023-03-23,NC
CUST0282,Michael Wright,54932,Retired,2022-05-22,CA
CUST0283,Susan Roberts,22930,Student,2024-05-10,IL
CUST0284,Donald Harris,44055,Salary,2022-09-30,CO
CUST0285,Andrew Sanchez,226652,Business,2023-04-02,IL
CUST0286,Ashley Baker,30000,Salary,2023-04-16,MA
CUST0287,Edward Carter,71205,Salary,2024-05-08,FL
CUST0288,Mary Thomas,89708,Salary,2022-03-10,OH
CUST0289,Sarah Mitchell,82025,Salary,2023-04-25,CA
CUST0290,David Allen,59433,Salary,2023-10-16,MI
CUST0291,Sarah Martin,41878,Retired,2024-12-03,IL
CUST0292,Donna Mitchell,95350,Business,2024-05-24,PA
CUST0293,Carol Nelson,12053,Student,2023-10-15,CO
CUST0294,Nancy Harris,19248,Student,2024-08-27,PA
CUST0295,Melissa Martinez,50355,Retired,2024-04-25,VA
CUST0296,Sarah Taylor,57677,Salary,2022-06-11,OH
CUST0297,Jennifer Wright,97490,Salary,2024-02-12,OH
CUST0298,Joseph Carter,82682,Salary,2023-11-13,OH
CUST0299,Jessica Gonzalez,160643,Business,2024-09-07,FL
CUST0300,Margaret Thomas,18148,Student,2024-02-19,WA
CUST0301,Nancy Taylor,54275,Salary,2024-10-15,AZ
CUST0302,Edward Walker,36597,Retired,2024-01-30,WA
CUST0303,Deborah Martinez,93682,Salary,2024-05-05,NY
CUST0304,Joshua Thomas,90259,Salary,2023-11-23,NJ
CUST0305,Edward Adams,74477,Salary,2023-12-23,NJ
CUST0306,Andrew Adams,77933,Salary,2022-06-02,CA
CUST0307,Mark Rodriguez,106942,Salary,2022-11-06,GA
CUST0308,Michelle Green,90421,Business,2022-02-02,NJ
CUST0309,Kimberly Campbell,88677,Salary,2023-08-11,NC
CUST0310,Amanda Ramirez,69945,Salary,2022-07-17,PA
CUST0311,Charles Thompson,13912,Student,2022-06-11,NC
CUST0312,Joshua Thomas,102469,Salary,2022-06-15,GA
CUST0313,Ronald Williams,95635,Salary,2024-02-12,TX
CUST0314,Richard Garcia,19068,Student,2023-11-10,NJ
CUST0315,William King,107637,Salary,2024-08-31,CA
CUST0316,Amanda Moore,75525,Salary,2023-10-07,CA
CUST0317,Melissa Sanchez,92049,Salary,2023-05-08,TX
CUST0318,Amanda Wright,67243,Salary,2022-10-14,WA
CUST0319,Deborah Thompson,83104,Salary,2023-04-21,CA
CUST0320,Kenneth Sanchez,71746,Salary,2023-07-14,WA
CUST0321,Emily Harris,77425,Salary,2024-02-18,MA
CUST0322,Melissa Jones,89879,Salary,2024-02-18,TX
CUST0323,Daniel White,54544,Salary,2023-09-24,FL
CUST0324,Jennifer Lopez,127310,Salary,2024-11-15,MA
CUST0325,Jennifer Hill,9970,Student,2022-01-26,WA
CUST0326,Jennifer Campbell,44645,Salary,2022-12-14,GA
CUST0327,Karen Young,103953,Salary,2024-06-09,IL
CUST0328,Betty Taylor,159583,Business,2024-10-12,GA
CUST0329,Nancy Smith,90603,Salary,2024-02-18,CO
CUST0330,Carol Hill,90709,Salary,2023-02-16,IL
CUST0331,Daniel Jackson,44816,Retired,2023-05-12,NJ
CUST0332,Betty Davis,52569,Salary,2023-01-04,OH
CUST0333,Ashley Rivera,76895,Salary,2023-08-20,OH
CUST0334,Mark Baker,58071,Salary,2023-09-13,NJ
CUST0335,Anthony Jones,59627,Retired,2024-09-08,VA
CUST0336,George Clark,14265,Student,2024-01-07,CA
CUST0337,Kenneth Green,54363,Salary,2023-05-24,TX
CUST0338,Robert Torres,40179,Retired,2023-11-11,CO
CUST0339,Charles Anderson,85323,Salary,2024-03-12,GA
CUST0340,Barbara Thompson,60907,Salary,2023-08-29,NY
CUST0341,Elizabeth Campbell,54444,Salary,2023-12-04,IL
CUST0342,Steven Miller,132184,Business,2024-07-15,VA
CUST0343,Elizabeth Johnson,132248,Business,2022-12-03,WA
CUST0344,Emily Hernandez,62326,Salary,2024-08-04,WA
CUST0345,Kevin Nelson,63224,Salary,2023-02-09,MA
CUST0346,Jessica Wilson,16160,Student,2022-05-09,NC
CUST0347,Andrew Lopez,38798,Salary,2024-07-26,AZ
CUST0348,Kevin Lee,49627,Business,2022-08-22,CO
CUST0349,Michelle Lopez,34223,Retired,2022-06-23,MI
CUST0350,Elizabeth Lopez,109328,Business,2024-11-12,AZ
CUST0351,Sandra Lopez,135545,Business,2022-12-21,NJ
CUST0352,Daniel Lewis,22377,Student,2022-01-20,CA
CUST0353,Emily Allen,96441,Salary,2024-10-04,NJ
CUST0354,Dorothy Hernandez,71002,Salary,2023-03-28,TX
CUST0355,Richard Roberts,74525,Salary,2024-10-11,VA
CUST0356,Stephanie Wright,49937,Salary,2022-03-27,AZ
CUST0357,Sandra Miller,74537,Salary,2022-03-08,GA
CUST0358,Donald Davis,67784,Salary,2023-12-20,GA
CUST0359,Michelle Rodriguez,16614,Student,2022-05-02,OH
CUST0360,Kenneth Wright,54319,Salary,2023-08-23,PA
CUST0361,Amanda Miller,52790,Retired,2024-04-22,IL
CUST0362,Carol Rodriguez,113318,Salary,2023-10-22,IL
CUST0363,Dorothy Martinez,114562,Business,2024-02-08,NC
CUST0364,Jennifer Sanchez,140086,Business,2024-01-26,NC
CUST0365,Stephanie Campbell,154507,Business,2024-07-27,TX
CUST0366,Andrew Sanchez,38982,Retired,2023-03-10,OH
CUST0367,Emily Torres,80602,Salary,2024-09-20,IL
CUST0368,Ronald Brown,75315,Salary,2024-07-30,CA
CUST0369,Richard Lewis,77442,Salary,2024-05-26,VA
CUST0370,Carol Martin,11135,Student,2023-07-16,PA
CUST0371,Jennifer White,75613,Salary,2023-09-18,PA
CUST0372,Jennifer Rivera,87450,Salary,2024-09-03,FL
CUST0373,Donald Smith,192557,Business,2022-09-04,NY
CUST0374,Michael Anderson,98982,Salary,2022-07-29,CO
CUST0375,Anthony Roberts,227659,Business,2022-10-20,IL
CUST0376,Richard Lewis,81633,Business,2022-11-07,AZ
CUST0377,Jessica Garcia,96808,Salary,2022-09-10,FL
CUST0378,Daniel Rodriguez,79584,Salary,2022-06-22,GA
CUST0379,Christopher Roberts,25949,Student,2023-09-10,NY
CUST0380,Joseph Mitchell,54793,Salary,2022-04-22,CO
CUST0381,Anthony Davis,54007,Salary,2022-05-26,GA
CUST0382,Betty Lee,60015,Salary,2024-05-11,IL
CUST0383,Stephanie Jones,30000,Salary,2022-01-29,NY
CUST0384,Margaret Allen,93712,Business,2024-10-23,MI
CUST0385,Kevin Wright,56022,Salary,2023-09-27,IL
CUST0386,Barbara Wright,78760,Salary,2022-05-16,WA
CUST0387,Sarah Brown,83544,Salary,2024-06-08,GA
CUST0388,Brian Mitchell,121904,Salary,2022-10-09,PA
CUST0389,Kimberly King,98761,Salary,2022-09-17,NC
CUST0390,Edward Davis,60577,Salary,2024-05-29,NY
CUST0391,Joshua Green,52540,Salary,2024-11-12,TX
CUST0392,Betty Hernandez,17460,Student,2022-08-25,NC
CUST0393,Robert Smith,41994,Salary,2024-01-16,GA
CUST0394,Robert Scott,120786,Salary,2023-05-24,MA
CUST0395,Michael Torres,104486,Salary,2022-04-18,AZ
CUST0396,Robert Sanchez,12654,Student,2023-08-02,TX
CUST0397,Jennifer Scott,32172,Salary,2023-02-15,VA
CUST0398,Sarah Robinson,108847,Salary,2024-10-07,AZ
CUST0399,Andrew Carter,72137,Salary,2024-04-19,GA
CUST0400,George Smith,105945,Salary,2024-02-10,WA
CUST0401,Kimberly Thomas,35139,Salary,2022-05-03,MA
CUST0402,Robert Anderson,90031,Business,2024-02-02,MA
CUST0403,Paul Rodriguez,75131,Salary,2022-05-08,CO
CUST0404,Sarah Jackson,15235,Student,2024-03-15,NC
CUST0405,Daniel Lewis,63748,Salary,2023-02-20,NC
CUST0406,William Hernandez,90571,Salary,2024-04-12,VA
CUST0407,Donald Martin,48309,Salary,2022-09-03,VA
CUST0408,Nancy Rivera,71441,Salary,2023-11-03,CA
CUST0409,Margaret Allen,126015,Business,2023-06-17,CA
CUST0410,Donald Scott,87861,Salary,2022-07-28,GA
CUST0411,Stephanie Anderson,92790,Salary,2024-03-31,IL
CUST0412,Donna Nguyen,28130,Retired,2022-06-03,NC
CUST0413,Donald Rodriguez,21988,Retired,2023-11-11,TX
CUST0414,Patricia Hernandez,21388,Student,2024-03-19,MA
CUST0415,Sandra Lopez,83308,Salary,2023-01-19,AZ
CUST0416,Michelle Flores,82576,Business,2024-10-18,GA
CUST0417,Karen Harris,113779,Salary,2024-12-12,IL
CUST0418,Andrew Johnson,15578,Student,2024-01-06,CO
CUST0419,Matthew Torres,104482,Salary,2023-01-04,WA
CUST0420,Stephanie Moore,15338,Student,2024-08-24,CA
CUST0421,Thomas Hernandez,126519,Salary,2023-05-09,FL
CUST0422,Deborah Brown,118884,Salary,2024-03-06,GA
CUST0423,Susan Lopez,68776,Salary,2024-01-05,GA
CUST0424,Joshua Torres,99289,Salary,2023-01-21,IL
CUST0425,Dorothy Wright,91134,Salary,2022-03-19,MI
CUST0426,Kimberly Walker,109216,Salary,2023-02-17,NY
CUST0427,Daniel Brown,50877,Salary,2022-10-18,NY
CUST0428,Betty Jones,154303,Business,2024-03-21,AZ
CUST0429,Richard Campbell,20292,Student,2024-09-24,MA
CUST0430,George Flores,31032,Salary,2022-12-26,AZ
CUST0431,Susan Campbell,27251,Retired,2024-03-12,NY
CUST0432,Susan Hill,20000,Retired,2023-03-29,WA
CUST0433,Lisa Mitchell,68265,Salary,2023-10-17,TX
CUST0434,Jennifer Rivera,92939,Salary,2023-06-28,WA
CUST0435,William Campbell,112559,Salary,2024-06-16,NY
CUST0436,Mark Young,76852,Salary,2024-02-08,CO
CUST0437,Carol Carter,115715,Salary,2022-05-31,GA
CUST0438,Charles Miller,40497,Salary,2024-02-08,TX
CUST0439,Jennifer Perez,40000,Business,2024-06-02,NJ
CUST0440,Richard Brown,73611,Salary,2023-01-25,FL
CUST0441,Andrew Taylor,84602,Salary,2022-07-16,MI
CUST0442,Barbara Brown,74183,Salary,2022-06-29,AZ
CUST0443,Joseph Miller,30000,Salary,2023-08-21,NY
CUST0444,Margaret Walker,14554,Student,2023-06-27,NJ
CUST0445,Susan White,42388,Salary,2024-07-01,CO
CUST0446,Karen Torres,91742,Salary,2022-07-18,CA
CUST0447,Ronald Nguyen,84165,Salary,2024-03-03,GA
CUST0448,Steven Torres,51503,Salary,2022-06-11,GA
CUST0449,Robert Allen,62153,Salary,2024-07-08,IL
CUST0450,Jessica Gonzalez,48520,Salary,2022-06-10,IL
CUST0451,Kevin Martinez,73433,Salary,2022-05-18,NC
